Align,Alive,date corrigé,EYE,First Appearance,GSM,Hair,ID,Name,SEX,Today,Universe,DC,Marvel,Number of Records,Time of existence,Total number of appearances
,Living Characters,May-1991,,01-05-1991,,,Secret Identity,Kenjiro Sasaki (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,30,3
Bad Characters,Living Characters,Mar-1991,,01-03-1991,,,,Manacle (Deathbird) (Earth-616),,02-10-2021,Marvel,,1,1,30,3
Neutral Characters,Living Characters,Oct-1991,Blue Eyes,01-10-1991,,Blond Hair,Public Identity,Max Meer (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,30,3
Neutral Characters,Living Characters,Jun-1991,White Eyes,01-06-1991,,Blond Hair,Secret Identity,Michi Sasaki (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,30,3
Neutral Characters,Deceased Characters,Oct-1991,,01-10-1991,,Black Hair,Secret Identity,Nance Winters (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,30,3
Bad Characters,Living Characters,Oct-1991,Brown Eyes,01-10-1991,,Black Hair,Secret Identity,Powerhouse (Mutant) (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,30,3
Bad Characters,Deceased Characters,Apr-1991,One Eye,01-04-1991,,Orange Hair,,Raza Longknife (War Skrull) (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,30,3
Bad Characters,Deceased Characters,Sep-1991,,01-09-1991,,,Secret Identity,Saurespritze (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,30,3
,Living Characters,Aug-1991,,01-08-1991,,,Secret Identity,Sirocco (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,30,3
Bad Characters,Deceased Characters,Apr-1991,,01-04-1991,,,,Skrull Prime (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,30,3
Good Characters,Living Characters,Sep-1991,,01-09-1991,,,,Star (Chaste) (Earth-616),,02-10-2021,Marvel,,1,1,30,3
Good Characters,Living Characters,Dec-1991,,01-12-1991,,,Secret Identity,Sturdevant Robbins (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,30,3
Neutral Characters,Deceased Characters,Sep-1991,Black Eyes,01-09-1991,,Black Hair,Secret Identity,Terraxia (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,30,3
Bad Characters,Deceased Characters,Aug-1991,Brown Eyes,01-08-1991,,Black Hair,Secret Identity,Veil (Desert Sword) (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,30,3
Good Characters,Living Characters,Jun-1992,Blue Eyes,01-06-1992,,Blond Hair,No Dual Identity,Anna (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,29,3
Neutral Characters,Living Characters,Aug-1992,,01-08-1992,,No Hair,Secret Identity,Anthropomorpho (Earth-616),,02-10-2021,Marvel,,1,1,29,3
Bad Characters,Living Characters,Jun-1992,,01-06-1992,,,Secret Identity,Assassin (Brood) (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,29,3
Bad Characters,Deceased Characters,Nov-1992,White Eyes,01-11-1992,,Brown Hair,Secret Identity,Big (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,29,3
Good Characters,Living Characters,May-1992,,01-05-1992,,,Public Identity,Chance Walker (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,29,3
,Living Characters,Jul-1992,Brown Eyes,01-07-1992,,Brown Hair,Secret Identity,Cuffs (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,29,3
Bad Characters,Deceased Characters,Dec-1992,Brown Eyes,01-12-1992,,Black Hair,Secret Identity,Curtis Vogel (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,29,3
Bad Characters,Living Characters,Dec-1992,,01-12-1992,,,Secret Identity,Damon Mathias (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,29,3
,Living Characters,Apr-1992,,01-04-1992,,,,Dangor (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,29,3
Bad Characters,Living Characters,Nov-1992,,01-11-1992,,Bald,Secret Identity,Delbert (Tantrum) (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,29,3
Good Characters,Living Characters,May-1992,,01-05-1992,,Red Hair,,Devon Ballantine (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,29,3
Bad Characters,Living Characters,Oct-1992,,01-10-1992,,Black Hair,Secret Identity,Doc (Lilin) (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,29,3
Good Characters,Living Characters,Aug-1992,,01-08-1992,,,Public Identity,Eli McIntyre (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,29,3
Neutral Characters,Deceased Characters,Jun-1992,Brown Eyes,01-06-1992,,Black Hair,No Dual Identity,Esther Lucas (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,29,3
Bad Characters,Living Characters,Mar-1992,Brown Eyes,01-03-1992,,Black Hair,Secret Identity,Fionna Wyman (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,29,3
Bad Characters,Living Characters,Jul-1992,,01-07-1992,,Red Hair,Secret Identity,Flamb\u00e9 (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,29,3
Good Characters,Living Characters,Oct-1992,,01-10-1992,,Black Hair,Public Identity,Gai No Don (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,29,3
Good Characters,Deceased Characters,May-1992,,01-05-1992,,White Hair,Secret Identity,Garbha-Hsien (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,29,3
Neutral Characters,Living Characters,May-1992,,01-05-1992,,,,General Standish (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,29,3
Neutral Characters,Living Characters,Apr-1992,White Eyes,01-04-1992,,No Hair,Public Identity,Glom (Earth-616),,02-10-2021,Marvel,,1,1,29,3
Bad Characters,Living Characters,Mar-1992,,01-03-1992,,Black Hair,Secret Identity,Gregory Stevens (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,29,3
Bad Characters,Living Characters,Mar-1992,Green Eyes,01-03-1992,,Strawberry Blond Hair,Secret Identity,Jarno Sprague (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,29,3
Bad Characters,Deceased Characters,Jul-1992,,01-07-1992,,Red Hair,Public Identity,Jordan Hamlin (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,29,3
,Living Characters,Apr-1992,,01-04-1992,,Black Hair,,Landa (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,29,3
Bad Characters,Deceased Characters,Oct-1992,,01-10-1992,,Brown Hair,Secret Identity,Leopold Brun (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,29,3
,Living Characters,Dec-1992,,01-12-1992,,,,Maggie Lorca (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,29,3
Bad Characters,Living Characters,Jun-1992,,01-06-1992,,Black Hair,,Nauda (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,29,3
Bad Characters,Deceased Characters,Feb-1992,,01-02-1992,,Black Hair,,Nepthys (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,29,3
,Deceased Characters,May-1992,,01-05-1992,,White Hair,Secret Identity,Nicodemus (Mutant) (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,29,3
,Living Characters,Jul-1992,Brown Eyes,01-07-1992,,Black Hair,,Nightstick (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,29,3
,Living Characters,Mar-1992,,01-03-1992,,,,Phaedra (Marvel UK) (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,29,3
Bad Characters,Living Characters,Jun-1992,,01-06-1992,,Black Hair,,Piotr Rasputin (Doppelganger) (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,29,3
Good Characters,Living Characters,Jan-1992,,01-01-1992,,,Secret Identity,Primate (Void) (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,29,3
Bad Characters,Deceased Characters,Aug-1992,,01-08-1992,,Blond Hair,,Pulse (Death Squad) (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,29,3
,Living Characters,Feb-1992,,01-02-1992,,,Secret Identity,Roadkill (Earth-616),,02-10-2021,Marvel,,1,1,29,3
Bad Characters,Living Characters,Jun-1992,,01-06-1992,,,,Scott Summers (Doppelganger) (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,29,3
Bad Characters,Living Characters,Feb-1992,Blue Eyes,01-02-1992,,Blue Hair,,Sha-Har-A-Zath (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,29,3
Bad Characters,Deceased Characters,Oct-1992,,01-10-1992,,,Secret Identity,Silence (Assassin) (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,29,3
Bad Characters,Deceased Characters,Oct-1992,,01-10-1992,,,Secret Identity,Stiletto (Assassin) (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,29,3
Bad Characters,Living Characters,Jan-1992,Blue Eyes,01-01-1992,,Black Hair,Secret Identity,Sumner Beckwith (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,29,3
Good Characters,Living Characters,Oct-1992,,01-10-1992,,Bald,,Taylor (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,29,3
Bad Characters,Living Characters,Jul-1992,,01-07-1992,,Black Hair,Secret Identity,Tremolo (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,29,3
Bad Characters,Living Characters,Oct-1992,,01-10-1992,,,Secret Identity,Tyndar (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,29,3
Bad Characters,Living Characters,Jul-1992,,01-07-1992,,,Secret Identity,Vague (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,29,3
Bad Characters,Living Characters,Mar-1992,Blue Eyes,01-03-1992,,Blond Hair,Secret Identity,Violet Pinkerton (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,29,3
Bad Characters,Living Characters,Jun-1992,Red Eyes,01-06-1992,,No Hair,Secret Identity,Vision (Doppelganger) (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,29,3
Bad Characters,Living Characters,Dec-1992,,01-12-1992,,Orange Hair,Secret Identity,Wayne Gifford (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,29,3
Bad Characters,Living Characters,Jul-1992,Variable Eyes,01-07-1992,,Black Hair,,Wild One (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,29,3
,Living Characters,Jul-1992,,01-07-1992,,Red Hair,,Wiretap (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,29,3
Neutral Characters,Living Characters,Feb-1993,,01-02-1993,,,Secret Identity,Aberdeen Angus (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,28,3
Bad Characters,Living Characters,Apr-1993,,01-04-1993,,No Hair,No Dual Identity,Allo (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,28,3
Good Characters,Living Characters,Sep-1993,,01-09-1993,,Red Hair,Secret Identity,Andrew Black (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,28,3
Good Characters,Living Characters,Feb-1993,Blue Eyes,01-02-1993,,Brown Hair,Secret Identity,Andrew Prentiss (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,28,3
Bad Characters,Living Characters,Apr-1993,,01-04-1993,,No Hair,No Dual Identity,Anky (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,28,3
Good Characters,Living Characters,Apr-1993,,01-04-1993,,,Secret Identity,Arex (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,28,3
Bad Characters,Living Characters,Mar-1993,Blue Eyes,01-03-1993,,Brown Hair,Secret Identity,Ariel Tremmore (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,28,3
Bad Characters,Living Characters,Dec-1993,Brown Eyes,01-12-1993,,Brown Hair,Secret Identity,Atrocity (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,28,3
Bad Characters,Deceased Characters,Aug-1993,,01-08-1993,,Blond Hair,Secret Identity,Bloodstain (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,28,3
Good Characters,Living Characters,Apr-1993,,01-04-1993,,White Hair,Secret Identity,Braxus (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,28,3
Bad Characters,Living Characters,Apr-1993,,01-04-1993,,No Hair,No Dual Identity,Bront (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,28,3
,Living Characters,Feb-1993,,01-02-1993,,Bald,Secret Identity,Cabbage (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,28,3
,Living Characters,Sep-1993,Brown Eyes,01-09-1993,,Black Hair,Secret Identity,Carl Blake (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,28,3
Bad Characters,Living Characters,Sep-1993,,01-09-1993,,,Secret Identity,Daniel Davis (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,28,3
Good Characters,Living Characters,Nov-1993,Brown Eyes,01-11-1993,,Brown Hair,Secret Identity,Daniel Jones (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,28,3
Neutral Characters,Living Characters,Jun-1993,,01-06-1993,,Blue Hair,Secret Identity,Dementia (Tia) (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,28,3
Bad Characters,Deceased Characters,Mar-1993,,01-03-1993,,Brown Hair,Secret Identity,Eric Kleinstock (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,28,3
Bad Characters,Living Characters,Jun-1993,Blue Eyes,01-06-1993,,Blond Hair,,Eris (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,28,3
Bad Characters,Living Characters,Mar-1993,,01-03-1993,,Black Hair,Secret Identity,Estelle Hawkins (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,28,3
Good Characters,Living Characters,Oct-1993,Green Eyes,01-10-1993,,Blond Hair,Public Identity,Gale Patric (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,28,3
Neutral Characters,Living Characters,Sep-1993,Black Eyes,01-09-1993,,No Hair,Secret Identity,"Gary Wilton, Jr. (Earth-616)",Male Characters,02-10-2021,Marvel,,1,1,28,3
Bad Characters,Living Characters,Oct-1993,,01-10-1993,,,Secret Identity,Genkotsu (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,28,3
Good Characters,Living Characters,Oct-1993,,01-10-1993,,Black Hair,Public Identity,Harriet Homerstone (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,28,3
Good Characters,Living Characters,Jul-1993,,01-07-1993,,Black Hair,,Jason Maldonado (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,28,3
Bad Characters,Living Characters,Mar-1993,,01-03-1993,,Brown Hair,,Jean DeZoan (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,28,3
Bad Characters,Living Characters,May-1993,Red Eyes,01-05-1993,,,Secret Identity,Johann Bessler (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,28,3
Bad Characters,Living Characters,Sep-1993,,01-09-1993,,Black Hair,,Katherine Ainsley-Jones (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,28,3
Bad Characters,Living Characters,Sep-1993,,01-09-1993,,,Secret Identity,Ksa (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,28,3
Bad Characters,Living Characters,Mar-1993,,01-03-1993,,Brown Hair,,Lachlan Carroll (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,28,3
Bad Characters,Living Characters,Sep-1993,,01-09-1993,,Blond Hair,Secret Identity,Lisabeth Borden (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,28,3
Bad Characters,Living Characters,Jan-1993,,01-01-1993,,No Hair,No Dual Identity,Malekyth (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,28,3
Bad Characters,Living Characters,Sep-1993,White Eyes,01-09-1993,,No Hair,Secret Identity,Manitou (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,28,3
Bad Characters,Living Characters,Oct-1993,,01-10-1993,,Bald,,Martin Strong (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,28,3
Neutral Characters,Living Characters,Oct-1993,Purple Eyes,01-10-1993,,Black Hair,Secret Identity,Michelle Balters (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,28,3
Good Characters,Living Characters,Sep-1993,Brown Eyes,01-09-1993,,Black Hair,Public Identity,Mona St. Croix (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,28,3
Neutral Characters,Living Characters,Mar-1993,White Eyes,01-03-1993,,No Hair,Secret Identity,Oak (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,28,3
Bad Characters,Deceased Characters,Nov-1993,,01-11-1993,,Orange Hair,Secret Identity,Oriole (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,28,3
Bad Characters,Deceased Characters,Feb-1993,Brown Eyes,01-02-1993,,Brown Hair,Public Identity,Osamu Moroboshi (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,28,3
Bad Characters,Living Characters,Dec-1993,,01-12-1993,,,,Paranoia (Demon) (Earth-616),,02-10-2021,Marvel,,1,1,28,3
,Living Characters,Jan-1993,,01-01-1993,,No Hair,Secret Identity,Peanut (Warpies) (Earth-616),,02-10-2021,Marvel,,1,1,28,3
Good Characters,Living Characters,Jul-1993,,01-07-1993,,,Secret Identity,Perseus (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,28,3
Bad Characters,Living Characters,Apr-1993,,01-04-1993,,No Hair,No Dual Identity,Pter (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,28,3
,Living Characters,Feb-1993,,01-02-1993,,No Hair,Secret Identity,Pumice (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,28,3
Bad Characters,Living Characters,Dec-1993,,01-12-1993,,,Secret Identity,Ranter (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,28,3
Bad Characters,Living Characters,Dec-1993,,01-12-1993,,Brown Hair,Secret Identity,Regent (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,28,3
Bad Characters,Living Characters,Nov-1993,,01-11-1993,,Black Hair,,Reginald Tork (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,28,3
Good Characters,Living Characters,Apr-1993,,01-04-1993,,Black Hair,Secret Identity,Sapphire (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,28,3
,Living Characters,Mar-1993,Brown Eyes,01-03-1993,,Brown Hair,Public Identity,Sasha Ryan (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,28,3
,Living Characters,Jun-1993,,01-06-1993,,,,Seeker II (Inhuman) (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,28,3
Bad Characters,Living Characters,Jul-1993,,01-07-1993,,Bald,No Dual Identity,Sig-Rass (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,28,3
Bad Characters,Deceased Characters,Feb-1993,,01-02-1993,,Brown Hair,Secret Identity,Soul Skinner (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,28,3
Neutral Characters,Living Characters,Mar-1993,,01-03-1993,,Black Hair,Secret Identity,Sponge (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,28,3
Neutral Characters,Living Characters,Mar-1993,,01-03-1993,,Orange Hair,Secret Identity,Static (Warpies) (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,28,3
Bad Characters,Living Characters,Apr-1993,,01-04-1993,,No Hair,No Dual Identity,Styro (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,28,3
,Living Characters,Mar-1993,,01-03-1993,,Bald,Secret Identity,Syphon (Warpies) (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,28,3
Bad Characters,Living Characters,Nov-1993,,01-11-1993,,,,Syth (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,28,3
Bad Characters,Deceased Characters,May-1993,,01-05-1993,,Blond Hair,Secret Identity,Tanager (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,28,3
Good Characters,Living Characters,Dec-1993,Black Eyes,01-12-1993,,Black Hair,Public Identity,Tania (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,28,3
Neutral Characters,Living Characters,Jan-1993,,01-01-1993,,,Secret Identity,Valtorr (Earth-616),,02-10-2021,Marvel,,1,1,28,3
Neutral Characters,Deceased Characters,Aug-1993,Blue Eyes,01-08-1993,,Brown Hair,Secret Identity,Victoria Creed (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,28,3
Bad Characters,Living Characters,Jan-1993,,01-01-1993,,Brown Hair,Secret Identity,Weasel (Warpies) (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,28,3
Bad Characters,Living Characters,Mar-1993,,01-03-1993,,Bald,Secret Identity,Willie Tamm (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,28,3
Good Characters,Living Characters,Apr-1993,,01-04-1993,,Purple Hair,Secret Identity,Xena (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,28,3
Bad Characters,Living Characters,Mar-1994,Blue Eyes,01-03-1994,,Blond Hair,Public Identity,88 (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,27,3
Bad Characters,Living Characters,Jan-1994,White Eyes,01-01-1994,,No Hair,Secret Identity,Abysss (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,27,3
Bad Characters,Living Characters,May-1994,,01-05-1994,,,,Albert Wanton (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,27,3
Neutral Characters,Living Characters,Jun-1994,Black Eyes,01-06-1994,,Black Hair,No Dual Identity,Archer Bryce (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,27,3
Bad Characters,Deceased Characters,May-1994,,01-05-1994,,,Secret Identity,Aron Nora (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,27,3
,Living Characters,May-1994,,01-05-1994,,Brown Hair,Secret Identity,Ava Peloso (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,27,3
Bad Characters,Living Characters,Jun-1994,,01-06-1994,,Auburn Hair,Secret Identity,Barbara Gruber (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,27,3
Bad Characters,Living Characters,Aug-1994,,01-08-1994,,,Secret Identity,Barton Ford (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,27,3
,Living Characters,Feb-1994,Brown Eyes,01-02-1994,,Black Hair,No Dual Identity,Benita Sanchez (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,27,3
Bad Characters,Living Characters,Sep-1994,Brown Eyes,01-09-1994,,,Secret Identity,Blowfly (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,27,3
Neutral Characters,Living Characters,Nov-1994,,01-11-1994,,Brown Hair,No Dual Identity,Bogart Jeffries (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,27,3
Bad Characters,Living Characters,Feb-1994,,01-02-1994,,No Hair,Secret Identity,Brassknuckles (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,27,3
,Living Characters,Mar-1994,Red Eyes,01-03-1994,,Brown Hair,Secret Identity,Bristle (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,27,3
Good Characters,Living Characters,Jun-1994,,01-06-1994,,Brown Hair,Public Identity,Caitlin Maddox (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,27,3
,Living Characters,Sep-1994,,01-09-1994,,Blond Hair,,Daniel Peyer (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,27,3
Bad Characters,Living Characters,Nov-1994,,01-11-1994,,,Secret Identity,David Anthony Rice (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,27,3
Good Characters,Living Characters,Dec-1994,Brown Eyes,01-12-1994,,Brown Hair,Secret Identity,David Christopher Bank (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,27,3
Neutral Characters,Deceased Characters,Jan-1994,,01-01-1994,,Black Hair,Public Identity,Dean Swayvrick (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,27,3
Bad Characters,Living Characters,May-1994,,01-05-1994,,Brown Hair,Secret Identity,Efrain Normas (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,27,3
Good Characters,Deceased Characters,Oct-1994,,01-10-1994,,Grey Hair,,Florence Destine (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,27,3
Bad Characters,Living Characters,Oct-1994,,01-10-1994,,Brown Hair,,Hyrm (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,27,3
,Living Characters,Sep-1994,,01-09-1994,,,,Janet Galloway (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,27,3
Bad Characters,Living Characters,Jan-1994,,01-01-1994,,Blond Hair,Secret Identity,Javelynn (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,27,3
Bad Characters,Living Characters,May-1994,,01-05-1994,,Brown Hair,Secret Identity,Jeannette Voleroux (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,27,3
Neutral Characters,Living Characters,Aug-1994,,01-08-1994,,,,Jose Hidalgo (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,27,3
Bad Characters,Living Characters,Jan-1994,Brown Eyes,01-01-1994,,Black Hair,Secret Identity,Kalum Lo (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,27,3
Neutral Characters,Living Characters,Dec-1994,Black Eyes,01-12-1994,,Black Hair,Secret Identity,Karima (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,27,3
Bad Characters,Living Characters,Nov-1994,Variable Eyes,01-11-1994,,Variable Hair,,KhL\u0398G (Earth-616),Agender Characters,02-10-2021,Marvel,,1,1,27,3
Bad Characters,Living Characters,Feb-1994,Brown Eyes,01-02-1994,,Black Hair,Public Identity,Latisha Arnold (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,27,3
Bad Characters,Living Characters,May-1994,,01-05-1994,,,Public Identity,Macauley Sharpe (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,27,3
Good Characters,Living Characters,Mar-1994,,01-03-1994,,,,Mack Mendelson (Earth-616),,02-10-2021,Marvel,,1,1,27,3
Neutral Characters,Living Characters,Mar-1994,,01-03-1994,,Black Hair,No Dual Identity,Marta DuBois (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,27,3
Bad Characters,Deceased Characters,Aug-1994,,01-08-1994,,Blond Hair,Secret Identity,Matthew Beacher (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,27,3
Bad Characters,Living Characters,Nov-1994,,01-11-1994,,Black Hair,,Nabisco Niceiza (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,27,3
,Living Characters,Oct-1994,,01-10-1994,,Black Hair,Secret Identity,Nuwa (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,27,3
Bad Characters,Deceased Characters,Oct-1994,,01-10-1994,,,Public Identity,Patriarch (Hyboria) (Earth-616),,02-10-2021,Marvel,,1,1,27,3
Good Characters,Deceased Characters,Oct-1994,,01-10-1994,,Brown Hair,,Paul Conklin (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,27,3
Good Characters,Deceased Characters,Mar-1994,Yellow Eyes,01-03-1994,,White Hair,Secret Identity,Pelops (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,27,3
Bad Characters,Living Characters,Jul-1994,,01-07-1994,,Brown Hair,,Ross Jonas (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,27,3
Bad Characters,Living Characters,Jan-1994,,01-01-1994,,Brown Hair,Public Identity,Rosten (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,27,3
Bad Characters,Living Characters,Mar-1994,Red Eyes,01-03-1994,,Green Hair,Secret Identity,Schizo (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,27,3
Bad Characters,Living Characters,Sep-1994,Green Eyes,01-09-1994,,No Hair,Secret Identity,Shinar (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,27,3
,Living Characters,Nov-1994,,01-11-1994,,Brown Hair,,Shrill (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,27,3
Bad Characters,Living Characters,May-1994,,01-05-1994,,Brown Hair,Secret Identity,Thomas Fink (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,27,3
Good Characters,Living Characters,Oct-1994,,01-10-1994,,,,Tommie Boyd (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,27,3
